x,y,z
524.1851795096485,308.9282008853159,a
480.3220751182781,216.83257204159128,a
502.12981643282484,240.59331649386786,a
537.6965371171366,219.8625501579719,a
543.4180358472628,226.59706887110372,a
545.974502035719,278.9622365636601,a
508.4103742187494,220.96527954547412,a
568.139596254669,227.56078479179092,a
590.941402880258,182.80230677660097,a
575.5117521384531,246.73596814935485,a
566.0902935131853,230.5625960620016,a
615.9682538853851,234.37272655522077,a
638.2215934946252,227.36636509366673,a
650.2719288852624,219.83003256712766,a
657.8306487344039,251.68183980179023,a
640.0521162536152,235.88662673264804,a
592.8974230273404,226.4666254983062,a
678.0417076956018,228.72719540388647,a
656.7203727753329,274.6148174492124,a
654.4371595340953,206.60466146015614,a
680.7337725428465,285.9267146050562,a
703.9055943622693,225.48464183067864,a
698.8834055665965,244.99168042645414,a
696.0289916331267,255.50892238756884,a
677.0631415070588,230.92044936009376,a
706.3189726377876,240.5173938143883,a
699.5041143287427,217.1062602473309,a
702.5082302638723,226.04925488024986,a
701.4577444191259,307.1333964569833,a
694.5394276608962,249.9335975540898,a
684.9834570863597,216.90650418131406,a
661.2395500084231,255.01301797391105,a
640.4488082319846,188.0818715716826,a
667.3312582994655,275.16325199162856,a
652.2676139577991,250.08829033109663,a
685.010825859881,216.32167620866807,a
607.8369423286875,214.46722214183762,a
630.9797421597868,255.03341505460023,a
635.5513888782281,197.07233198351054,a
604.3705175443071,244.41265598692328,a
617.3436392166565,245.53197874204082,a
584.1975935235612,272.9289898604768,a
579.7111324447081,235.00397664247777,a
563.4330564701352,279.1401285111651,a
564.5442984364892,251.5156849052571,a
570.4364617408928,227.0080635999209,a
539.7637737067266,267.60736323137894,a
531.777328684763,253.81980458411965,a
543.5723995786592,240.90776649825477,a
528.3880876009597,240.31083217545932,a
483.5071197569088,241.92408848843172,a
540.1231546212534,247.42302874512663,a
480.0629517333722,275.20025994424464,a
455.4062263189781,213.57508386113932,a
477.83771058780405,281.53529789546417,a
503.2365662499717,199.10964869190252,a
483.09098677305184,200.5426487030113,a
481.8711871572465,240.88150299763618,a
517.099226182218,206.70031001410115,a
472.37011865451717,240.91161511998922,a
457.2644137733649,240.3982229389639,a
406.23090893545674,277.29493954212603,a
438.30192751350785,240.01764077787976,a
397.4853584443434,199.28883638477134,a
394.6180754967473,241.50105018194603,a
388.15535840324503,224.6798568220678,a
383.9123364114733,231.65235031976545,a
329.10938022906873,211.2543757498771,a
370.2357661263754,247.57410615941066,a
316.36868427674216,234.51862247809242,a
328.3519384990705,222.77860022678027,a
324.8373893358433,231.23085330498816,a
288.691393761511,216.20539030735534,a
293.4838381107384,215.88917900952777,a
313.6726983745341,258.29001158628046,a
254.53263252565864,230.55214828746438,a
300.9065606700842,197.6665164895466,a
273.7828275525667,233.21555524647096,a
302.2985635429224,226.03991738545704,a
307.5866876054617,276.2016529954679,a
272.683765975318,221.1629930833962,a
273.36910537186816,232.85969709388377,a
259.53008120870237,231.34294169831315,a
245.8698495958653,240.64562876743577,a
221.54200047461936,200.33754684415453,a
223.38529790876382,235.74603702619828,a
206.5669582473497,196.21676553069796,a
149.50914497519352,247.0410274350368,a
185.1370331413805,276.11964893717834,a
195.85094643194688,250.03808758595707,a
171.746693393036,243.9004102661492,a
103.14681848636081,248.3053137888239,a
145.70519877746676,215.69283030582892,a
150.71392876968162,243.1626351653067,a
125.8800790437362,248.15839160969853,a
101.1919216522044,297.74861912571714,a
99.75176797675157,247.27142639783128,a
138.4216061348695,220.85355639729255,a
114.9176459244292,211.2553284663352,a
117.73187265961496,249.72408694824102,a
84.1916479533449,244.53483480026628,a
112.58806747794628,246.88939141206222,a
63.38634082853595,292.94661872822536,a
29.321404805237812,242.78978209805257,a
9.949040689766733,228.10316454366426,a
62.40947449657174,193.22431034257255,a
90.08571620195818,229.72391635542073,a
61.66443508806256,273.055714792582,a
11.331211528198708,225.9647263654869,a
86.41698173619895,242.9746424970138,a
83.55500862396835,240.23260308734785,a
41.11990371515615,229.98848251062168,a
92.25031002591982,290.52464239538364,a
21.088717389058072,226.8950077656325,a
44.633991904917764,228.9381773026525,a
30.609475266123457,262.68547845538876,a
83.52086025000932,229.94800952322873,a
49.21615056213166,241.2623932499352,a
32.08299683652168,205.62927347026823,a
67.40702007564441,263.3305307627102,a
104.82301413612173,267.74329714474777,a
97.8737560036959,239.6654539838476,a
145.84147443284178,200.53220699181537,a
157.80347799316175,214.02395785258187,a
170.09538435933723,228.69245736827685,a
147.02841121007492,236.21197600230158,a
167.14671717909894,262.986276707776,a
221.35429330778857,260.108357237523,a
185.59266471420207,250.9074234525385,a
241.20622695593386,238.50308106112982,a
272.11992036244607,180.0656616422163,a
219.3040012790633,215.8077672978763,a
285.57994935278793,213.44210528233555,a
268.32480507951897,236.51856062240824,a
329.0167844050168,247.86832856146052,a
365.29898520996665,204.4717703887016,a
356.1123921908079,254.03121796051113,a
351.86636469312253,213.42768620973106,a
379.54117357213,220.85758165297477,a
440.4779915188424,226.5142533049268,a
469.0986662422192,223.93022456273246,a
448.86842218744,219.08840372979012,a
463.29968250763125,201.64561922246196,a
533.588915405074,219.57823942977865,a
488.4631979865298,268.2881937371234,a
563.32829627902,180.23776268322035,a
522.0480435162067,197.05780912018986,a
552.3172563429687,225.8690395132695,a
625.1911194717788,217.6864517128451,a
599.5539152903376,213.617299547159,a
583.7458225178933,201.22386134287575,a
548.0130741813298,196.68464072686032,a
636.6808503057114,210.61804620222347,a
678.8551915559428,241.2332745931427,a
644.9675495294343,227.4133922553968,a
681.1829642656253,220.06237791161874,a
661.4173121416599,210.525706801868,a
672.6306701948841,232.67991867165267,a
680.0686844069168,206.85936842211885,a
660.2806328575081,221.09052814260474,a
708.8097048885468,255.75923442349523,a
680.341305349685,233.47051429027493,a
630.2710783083119,229.8797969985652,a
681.7680097340296,195.58279392043238,a
750.5485585025733,267.03339692598195,a
696.146151979279,240.61523302618167,a
665.8599247109778,214.4255862101192,a
650.0189083125613,261.0469829645682,a
675.5118275009631,290.8878536371101,a
616.4509295571108,181.5456989492975,a
680.1889193357785,255.17890716106294,a
691.9694514923456,226.60551881149667,a
686.0338610779811,203.1152134560087,a
657.1123148959014,225.58529197564064,a
622.9043083862076,247.6252624240019,a
614.5140075752593,254.37840672788818,a
645.4059304537234,236.2194898523449,a
615.288675886418,238.5163006647512,a
569.6703664478658,229.4891086211755,a
564.050008322457,241.9004464459402,a
523.0774665930969,287.66689772788754,a
516.9459099666983,263.5440916127036,a
535.591495905528,211.33738727637433,a
539.9834011657165,259.54740105785277,a
506.11036108682157,258.34296590731606,a
513.9463257162066,282.1822622455858,a
523.9916060589156,316.25103407766755,a
481.4807003539815,240.68204865997637,a
472.4836836920399,246.99993450006133,a
450.8588390053539,266.15226836581564,a
471.25563739313907,278.6487460797475,a
449.66671222513384,256.7779361072877,a
464.8503013714585,239.17981914172924,a
448.47224165991133,234.84541953504635,a
409.66436813344296,257.20505297402536,a
403.6064667891462,270.84998309793275,a
434.8109159788103,237.75133919030742,a
461.61516695126465,293.0954833894822,a
414.7888729600479,239.7959627512506,a
432.03134982422245,253.3237483317076,a
370.75198114465763,259.2595146053831,a
368.4757481328368,273.4034573404053,a
315.2347329252993,236.2014604637733,a
360.36706162053326,270.16628865048824,a
310.29542832784773,253.56938273020683,a
345.84642478731695,267.2238331268885,a
314.8940049644616,258.38749008564673,a
301.3176385738806,312.7959783485095,a
332.32099312148165,277.25617192487243,a
344.2960311892971,269.91970980371315,a
318.6162896998181,245.96707336569,a
223.92229373062048,271.8777475590463,a
269.2345231110948,266.3100771010976,a
307.4381293545855,256.9391094200842,a
284.4408839402645,224.71255507041724,a
307.7455867134707,274.8863756915416,a
256.0271805352146,277.2405497364026,a
235.66182397940955,259.674045685805,a
246.8207425357988,249.24738261941317,a
249.96353617814955,253.57574546544024,a
189.8562780708875,285.5845174841252,a
229.11010352226052,235.70957155782088,a
178.52920179054433,228.1914822289885,a
217.59885486721413,223.08043530314643,a
162.71367227620004,246.98017166845779,a
190.82964689866697,275.4013437618976,a
184.0410125287595,205.0696470758627,a
168.30666080782993,201.48663160969346,a
170.35737921103615,222.49261936519395,a
169.09298904627846,249.55940280368227,a
199.01756564137614,233.28143638722167,a
168.25381716207298,247.1628313869722,a
204.19727563690734,254.2145023173907,a
132.37214425428667,231.8242583655741,a
170.09048217414332,217.7454328197514,a
158.81856354440455,221.23340712286824,a
140.6355306333378,206.0370605715541,a
151.08600175727807,238.37145634957687,a
159.73362671223353,217.39908542506407,a
157.02842414416455,257.279110037985,a
187.2810795364795,203.5964344363751,a
158.94634208948503,259.66140251486934,a
148.91417853027588,183.17329412536128,a
202.94169489603678,164.49200490617062,a
171.3605195046731,177.45325447450784,a
201.60250613792968,197.52948891519378,a
232.65871622123998,183.8653095566608,a
206.04079268603596,156.15642771341663,a
242.1865147625424,190.10111286204585,a
223.6876379124187,158.49490557310423,a
263.9949192046393,144.60260666545793,a
251.44710802758667,226.95750713761413,a
231.5533430821165,183.7680851291255,a
333.71074467353196,168.8878732329011,a
281.4441330152285,171.4493746160349,a
313.0413953652542,206.94179673072136,a
365.93310340178675,176.17392339366137,a
359.5584924332187,238.2563740924607,a
325.0831134388004,208.31918433483952,a
363.7186819575307,175.02998279988168,a
383.3308131510521,160.52715904369057,a
417.5017583688468,203.75915034450315,a
373.85156510272174,163.09375671221437,a
415.08377929718193,226.4628446350568,a
392.31020044103576,168.62469535780855,a
436.53774596170405,208.6260368221782,a
418.65793203232005,188.44110401722207,a
442.8481725257906,166.20705691036483,a
464.56142309105167,171.56394986962852,a
435.89842887288466,191.89971428945574,a
482.9799396620486,174.88616715674806,a
462.19385982545924,172.82555810773965,a
504.6498025195583,172.83615527024386,a
463.87651142214196,169.04783683887956,a
517.1721478049702,212.1564227352536,a
483.3820235763129,144.82415796565675,a
538.2065145052293,188.80263376358852,a
597.8474862738481,154.93661432119814,a
590.4444997969115,144.49245999681705,a
567.5294856924901,117.77360214603095,a
578.6983579860233,190.13617842925402,a
630.6271103552978,193.39971665493096,a
694.46365896933,168.28935060726508,a
708.062232424789,159.27167193097125,a
663.4335580837608,134.22669489765389,a
