x,y,z
347.4655987472686,151.82040045258526,a
407.42809248928864,139.78132689426434,a
410.74504778653244,186.32676011734844,a
400.89027523493064,186.70504870579344,a
463.3937435104253,158.169414204713,a
440.15994752797707,164.7160258282177,a
446.4510276812832,170.882590493098,a
471.30324303064043,183.03107886516045,a
474.2290185360638,157.89000279278315,a
484.7313946929238,162.04326864016127,a
479.4306819652268,181.18957562319088,a
517.4295727850894,168.6726643153603,a
453.67022859543266,184.94257983132263,a
541.8107749897121,146.21763257220846,a
460.58482343381786,147.223643546968,a
485.1447653690031,148.5321427616188,a
585.0132793155726,171.3808582052879,a
529.8625463629429,159.8587649824014,a
566.27823393318,147.46556213058125,a
563.3786998900686,134.99194626917165,a
553.2119873051254,99.99105109234182,a
600.6642640437889,170.43729317028306,a
555.7524981355543,145.88303703280621,a
625.4626256861576,138.2058165986591,a
596.7458234611083,121.7844861980588,a
599.6421378903632,131.2798379829108,a
642.2273011337815,123.60366580399545,a
600.7607829851995,113.80820798745879,a
607.9363454140398,144.50995478054563,a
590.1844329994718,140.2569635673214,a
619.3047559586273,179.44351739420694,a
655.7213784511929,121.46384362440511,a
630.0852959270437,167.76688901322945,a
667.0215359034704,117.20813735459524,a
659.850344455089,142.2347345014872,a
668.5494476259756,181.8173350633914,a
660.6674870909527,114.99641944459017,a
688.8350391726665,108.6549346091976,a
699.5646303037867,183.67641047809957,a
738.5269365449496,170.6832373605693,a
691.8587350674723,149.67985483497995,a
709.7592194118839,105.64042182486634,a
709.1124208697829,111.70526747595937,a
158.41351613462263,197.4119039192198,a
225.6730174661457,134.77319544630137,a
192.83304215930073,157.74917304211226,a
243.23845751821048,161.67665630872284,a
237.3831818552771,218.24965688549628,a
284.2118647230226,131.12151773720592,a
322.0385869371102,127.9078963001275,a
362.9830806213517,157.75499562220443,a
427.1556014761541,206.82537600973325,a
408.9906226809124,131.78751399652862,a
404.6163255704638,143.39405421380127,a
431.9237139946185,187.8527387543055,a
469.7125865563739,166.55725435612914,a
436.38739530714804,177.49662767334212,a
476.8224793913371,177.2602565938036,a
520.4555600926884,178.93274095762604,a
458.06317918836623,168.74019381766107,a
524.4440022270892,153.43358108604428,a
498.5990167595176,138.2595620377432,a
512.1524846114374,147.17856618436264,a
538.4480407262175,195.31662889793677,a
501.0265179667976,165.25609972783735,a
515.1131439034616,194.50753217142466,a
604.3428658901839,147.57395096182938,a
566.3904098480953,169.68712984009875,a
578.6760144969198,179.4514202992363,a
615.5349190493231,170.24058731681282,a
620.235022062422,136.24455700076504,a
619.1087831621594,126.33508668487178,a
661.6327390138539,161.49176200430446,a
630.7003113511109,140.9494478738892,a
657.3107297527133,139.05505819222174,a
705.8917874861614,147.73964276385658,a
700.2804509412982,125.04674766451069,a
471.399326313112,121.80769135138189,a
456.15833872461536,149.01117414475135,a
426.03866383841887,123.03434351908254,a
386.2128479530157,152.12180758990695,a
339.98618906867307,125.23010103301124,a
354.69707995574197,117.03970738442729,a
325.24726952132977,128.79803922997155,a
323.4761212347314,144.99694835336538,a
281.4174610391104,95.28869054630718,a
232.7629958044935,156.00767816112779,a
276.536849842412,125.30943241053353,a
190.07276818502953,134.34922826527753,a
214.00222749434502,128.9616763073082,a
203.23921366916193,133.08154970430502,a
150.7471841904224,145.02155296403527,a
163.49995711782424,139.59823513846322,a
187.99083392112314,132.47662976103385,a
183.1597053395885,111.63816974133891,a
208.32555579086605,156.2601132420337,a
131.20518523283727,108.20715084927588,a
129.51164624871518,142.75173723308228,a
166.45363524697882,116.69972402610978,a
176.45554329006794,130.22884283665178,a
154.2468074791398,177.5547447035164,a
265.4877864804715,134.8138707880712,a
267.38685158920435,95.9911246079871,a
386.5916320773098,140.85018128587973,a
417.84213346162795,117.45166486961995,a
422.0848106467025,189.7321116356918,a
508.63482086266845,117.84832164053813,a
524.6576380496265,124.0431572204447,a
544.8138430142644,168.04589753021645,a
590.2459316032496,166.27600500190664,a
555.7221242144456,179.9031030936814,a
555.8757326412731,174.1165202389808,a
559.1978898224598,180.90000296645695,a
582.2813843349318,112.18699531561379,a
571.472816933672,170.06980626420898,a
562.2344833240596,188.109727486539,a
650.5502525713829,205.75608103959075,a
628.5902665365941,119.70073626178089,a
186.739750299636,372.4871607701964,a
192.41789709681308,332.0651076026216,a
116.08809006313464,359.57158348923974,a
161.49852190806993,333.64194981482564,a
137.83317305808367,392.27380549476004,a
173.37179670528295,378.1175029466614,a
134.4844364157958,348.8711275325359,a
177.53908483364154,363.424080231827,a
207.47023033052403,332.28056433234497,a
190.36724070778024,376.29701309197037,a
142.26139678651967,364.8514098044408,a
174.6636235068125,362.251904279678,a
173.14956480602027,355.24934734308806,a
181.45559623074277,360.35144714207337,a
198.72942247780063,322.7721937567847,a
168.70280027394583,348.0607522745828,a
173.5862046630519,366.2545055062403,a
208.32981762440778,370.36406589542037,a
174.19128924521166,375.6967285088251,a
204.8806678527808,357.47188956783293,a
199.80169417309293,424.7548677583218,a
178.2228616134565,345.44977560451116,a
166.2070196363262,382.1579968940468,a
193.4187666678615,340.7488661902604,a
183.5338509259576,369.4099790347259,a
146.53169305481484,386.57869201598396,a
184.45064215146948,411.3336549039535,a
162.20851466913913,339.6993473214272,a
189.78811221215773,352.6760940252309,a
133.1231801639348,367.06159342930835,a
164.2838436333278,358.21148626225823,a
166.58423181013205,405.63618868025884,a
137.96814439011183,399.2213129887867,a
186.05638948224038,384.0712867839887,a
175.30186297131021,424.0665285959134,a
224.93962460745016,389.4496223125694,a
180.85905814989277,320.171397210795,a
217.03709388900342,366.4950323899319,a
178.6120131314572,378.01235142608283,a
187.99081421007645,400.65247464632483,a
158.70023626741036,391.4179999915632,a
148.6732762850438,342.9373988389815,a
537.9828126995476,438.70729671665225,a
576.5279846184396,396.87910241509337,a
579.1211260661755,419.939391654465,a
565.4612127516488,368.6747066221516,a
558.1019098620106,344.5884925139916,a
557.0885485738339,391.84312870039946,a
570.4845130197913,377.93912296937117,a
572.239983825863,442.08379612343117,a
585.8028150417896,373.0526952767034,a
592.6226741212222,378.02538252296154,a
564.1043314243844,341.0539726370512,a
499.88941114132496,369.91501546937184,a
554.2061560208966,401.36975118994314,a
545.9119872663451,347.39601925838065,a
563.4425690470448,407.2593373752572,a
583.9439751084893,405.14042675031715,a
528.2050528476345,449.04103026256206,a
541.1164185894597,386.06011690995047,a
572.2225798809129,366.3122073956539,a
545.2377792165693,386.908732013449,a
573.0405284208122,394.15451741284346,a
589.5310475059276,391.1736190470977,a
584.567227986684,409.8808505939983,a
566.7915345047628,340.3054371645183,a
528.5226974959886,403.6305996734631,a
515.9612748690677,382.7985917777435,a
563.4364127923391,376.5705592115371,a
541.6147278448702,372.15201212813395,a
562.7259839666112,422.53486598072095,a
582.5413841652203,414.3278075527895,a
548.7637368459011,405.2714167619666,a
586.8051769652693,394.00675572021885,a
538.9606953266698,389.1558632323669,a
555.7843123856582,401.27488894360783,a
558.0002117153529,375.60949159326856,a
518.3291109638616,373.4609141817326,a
537.2583180469869,415.18860306583423,a
532.7948545890214,372.9918646506575,a
547.7289884599536,379.89015310249454,a
526.2759305508722,338.95595515139365,a
